Lead_ID,Lead_Date,Lead_Source,Preferred_Model,Preferred_Variant,Assigned_Salesperson,Lead_Status,Followup_Count,Finance_Intent,Exchange_Intent
LD21036,2025-12-18,Walk-in,Nexon,Top,SP1,Contacted,8,No,No
LD21037,2025-02-16,Walk-in,City,Top,SP11,Contacted,9,Yes,No
LD21038,2025-10-26,Aggregator,Baleno,Mid,SP3,Contacted,8,No,Yes
LD21039,2024-07-02,Facebook,Swift,Top,SP18,Lost,8,No,No
LD21040,2025-11-01,Walk-in,City,Mid,SP6,Contacted,3,Yes,No
LD21041,2024-07-12,Facebook,Nexon,Base,SP11,Test Drive,8,No,Yes
LD21042,2024-01-02,Aggregator,Creta,Base,SP5,Booked,3,Yes,No
LD21043,2024-08-02,Aggregator,Creta,Top,SP20,Booked,1,Yes,No
LD21044,2025-11-17,Walk-in,Creta,Top,SP4,Test Drive,9,No,No
LD21045,2025-08-09,Aggregator,Nexon,Mid,SP8,Booked,2,No,Yes
LD21046,2025-09-30,Aggregator,Venue,Mid,SP10,Test Drive,1,Yes,Yes
LD21047,2025-04-27,Facebook,City,Mid,SP3,Booked,0,No,No
LD21048,2025-07-14,Website,City,Base,SP13,Contacted,5,No,Yes
LD21049,2024-02-01,Referral,Baleno,Mid,SP17,New,3,Yes,No
LD21050,2025-10-31,Walk-in,City,Base,SP5,Booked,6,Yes,Yes
LD21051,2024-01-15,Website,City,Top,SP8,Contacted,6,No,No
LD21052,2024-11-13,Walk-in,Baleno,Base,SP19,Test Drive,9,Yes,No
LD21053,2024-08-30,Website,City,Top,SP18,Booked,0,No,No
LD21054,2024-01-17,Aggregator,City,Base,SP1,Contacted,8,No,Yes
LD21055,2025-06-17,Walk-in,Swift,Base,SP4,Test Drive,7,No,No
LD21056,2024-03-21,Website,Nexon,Mid,SP18,Booked,9,Yes,No
LD21057,2025-10-17,Referral,Baleno,Top,SP14,Booked,0,Yes,Yes
LD21058,2025-03-11,Aggregator,Swift,Base,SP11,Booked,7,No,Yes
LD21059,2024-01-08,Walk-in,Venue,Base,SP9,Booked,4,Yes,No
LD21060,2025-11-09,Walk-in,Baleno,Top,SP13,Booked,0,Yes,Yes
LD21061,2024-10-13,Website,Nexon,Base,SP17,Booked,3,Yes,No
LD21062,2024-07-04,Walk-in,City,Top,SP15,Contacted,6,Yes,Yes
LD21063,2025-06-07,Aggregator,City,Top,SP2,New,4,Yes,Yes
LD21064,2025-02-25,Facebook,Swift,Top,SP6,Contacted,2,No,No
LD21065,2025-04-10,Website,Swift,Base,SP7,New,3,Yes,No
LD21066,2024-03-23,Referral,Venue,Base,SP2,New,1,Yes,No
LD21067,2025-07-20,Walk-in,Venue,Mid,SP13,Lost,7,Yes,Yes
LD21068,2025-10-04,Aggregator,Nexon,Top,SP10,Test Drive,1,No,No
LD21069,2025-09-28,Walk-in,City,Base,SP16,Booked,5,No,Yes
LD21070,2025-04-27,Referral,Creta,Base,SP9,Test Drive,6,Yes,No
LD21071,2024-11-20,Aggregator,Venue,Top,SP8,Contacted,6,No,No
LD21072,2025-02-22,Referral,City,Top,SP15,New,0,Yes,No
LD21073,2024-02-20,Aggregator,Venue,Top,SP7,Lost,7,No,Yes
LD21074,2024-01-27,Facebook,Baleno,Mid,SP19,New,8,No,No
LD21075,2025-11-07,Aggregator,Swift,Mid,SP4,Test Drive,6,Yes,Yes
LD21076,2025-06-28,Referral,City,Mid,SP9,New,7,No,No
LD21077,2024-03-02,Website,Venue,Top,SP19,Contacted,3,Yes,No
LD21078,2025-10-18,Facebook,Swift,Base,SP2,New,7,Yes,Yes
LD21079,2024-06-19,Walk-in,Creta,Top,SP7,Test Drive,2,No,Yes
LD21080,2024-10-12,Facebook,Venue,Base,SP19,Booked,0,No,Yes
LD21081,2024-04-26,Facebook,City,Mid,SP6,Test Drive,7,No,No
LD21082,2024-01-04,Walk-in,Baleno,Mid,SP15,Test Drive,5,Yes,No
LD21083,2024-03-06,Aggregator,Swift,Mid,SP7,Lost,8,Yes,Yes
LD21084,2024-02-29,Facebook,Swift,Base,SP6,Booked,2,Yes,No
LD21085,2025-05-16,Facebook,Baleno,Base,SP1,Booked,7,No,Yes
LD21086,2024-08-16,Website,City,Top,SP14,Contacted,8,No,Yes
LD21087,2024-04-09,Website,Nexon,Top,SP1,Booked,8,No,No
LD21088,2024-04-28,Referral,Creta,Top,SP6,Test Drive,6,No,Yes
LD21089,2024-03-09,Walk-in,Nexon,Mid,SP18,New,9,Yes,No
LD21090,2025-10-25,Aggregator,Baleno,Top,SP17,New,2,No,Yes
LD21091,2024-08-08,Aggregator,Creta,Mid,SP2,New,2,Yes,No
LD21092,2024-08-10,Referral,City,Base,SP8,Contacted,1,Yes,Yes
LD21093,2025-11-07,Aggregator,Venue,Mid,SP2,Booked,0,Yes,No
LD21094,2025-05-18,Aggregator,Venue,Mid,SP16,Booked,1,No,Yes
LD21095,2024-07-29,Website,Nexon,Mid,SP4,Lost,4,No,No
LD21096,2025-07-28,Aggregator,City,Base,SP2,Test Drive,0,No,No
LD21097,2024-09-18,Aggregator,Creta,Base,SP5,Booked,9,No,No
LD21098,2025-06-01,Referral,Nexon,Top,SP17,Contacted,3,No,Yes
LD21099,2024-09-04,Referral,Baleno,Top,SP2,Test Drive,9,No,No
LD21100,2024-09-13,Facebook,Nexon,Top,SP14,Booked,9,No,Yes
LD21101,2024-03-03,Aggregator,City,Base,SP20,Booked,0,No,Yes
LD21102,2025-01-26,Aggregator,City,Base,SP7,Test Drive,9,No,Yes
LD21103,2025-06-23,Aggregator,Venue,Base,SP15,Test Drive,7,No,No
LD21104,2025-02-20,Website,Baleno,Base,SP18,New,4,No,Yes
LD21105,2024-02-22,Aggregator,Venue,Base,SP13,Booked,9,No,Yes
LD21106,2024-02-07,Website,Creta,Mid,SP12,Booked,3,No,No
LD21107,2024-11-03,Facebook,Creta,Top,SP2,Test Drive,2,No,No
LD21108,2025-10-12,Walk-in,Swift,Mid,SP12,New,8,Yes,No
LD21109,2024-02-22,Aggregator,City,Top,SP6,Contacted,5,Yes,No
LD21110,2025-08-28,Referral,Baleno,Mid,SP1,Contacted,0,Yes,Yes
LD21111,2025-08-28,Referral,Baleno,Base,SP1,Test Drive,7,No,Yes
LD21112,2025-03-27,Aggregator,Venue,Top,SP15,Contacted,9,Yes,Yes
LD21113,2025-04-05,Website,Nexon,Mid,SP16,Booked,1,No,Yes
LD21114,2025-04-30,Referral,Nexon,Top,SP7,Contacted,8,No,Yes
LD21115,2024-05-16,Referral,Venue,Base,SP14,New,6,Yes,No
LD21116,2025-01-06,Facebook,Nexon,Base,SP19,Booked,2,No,Yes
LD21117,2024-09-12,Facebook,Baleno,Top,SP19,Test Drive,3,No,No
LD21118,2025-01-29,Facebook,Venue,Top,SP13,Booked,2,No,No
LD21119,2024-02-06,Referral,Nexon,Base,SP12,Contacted,5,No,Yes
LD21120,2025-10-15,Referral,Swift,Base,SP1,New,8,Yes,Yes
LD21121,2024-05-26,Aggregator,City,Base,SP12,New,9,No,Yes
LD21122,2024-01-08,Aggregator,Swift,Mid,SP4,New,8,Yes,No
LD21123,2024-09-07,Website,Nexon,Top,SP15,Booked,0,Yes,No
LD21124,2025-10-08,Referral,Creta,Base,SP16,Contacted,9,No,No
LD21125,2025-07-24,Aggregator,Baleno,Top,SP15,Lost,5,Yes,Yes
LD21126,2025-09-26,Aggregator,Swift,Mid,SP8,Booked,0,No,No
LD21127,2025-03-22,Facebook,Swift,Mid,SP19,Test Drive,3,No,No
LD21128,2024-09-19,Facebook,Venue,Base,SP15,Lost,6,Yes,No
LD21129,2025-09-23,Facebook,Venue,Top,SP18,Contacted,3,Yes,No
LD21130,2025-03-14,Walk-in,Venue,Mid,SP11,New,8,Yes,Yes
LD21131,2024-09-15,Aggregator,Nexon,Top,SP9,Booked,9,No,No
LD21132,2024-11-18,Facebook,Creta,Top,SP1,Contacted,4,Yes,Yes
LD21133,2025-06-13,Facebook,Swift,Base,SP9,Lost,8,Yes,Yes
LD21134,2024-10-27,Referral,City,Mid,SP12,Lost,0,Yes,Yes
LD21135,2025-04-29,Facebook,Venue,Mid,SP2,Lost,3,No,Yes
LD21136,2024-04-01,Referral,Creta,Mid,SP11,Lost,6,No,No
LD21137,2024-06-12,Website,Nexon,Top,SP14,Test Drive,1,Yes,Yes
LD21138,2025-10-17,Facebook,Creta,Mid,SP2,Test Drive,8,Yes,Yes
LD21139,2024-11-30,Referral,Venue,Mid,SP15,New,2,Yes,No
LD21140,2024-11-10,Facebook,Baleno,Top,SP18,Booked,3,No,No
LD21141,2024-08-25,Website,Swift,Mid,SP14,New,3,No,No
LD21142,2025-11-16,Facebook,Venue,Mid,SP12,Booked,7,No,No
LD21143,2024-03-23,Referral,City,Top,SP10,Lost,1,No,Yes
LD21144,2025-10-30,Website,Swift,Mid,SP14,New,4,No,No
LD21145,2024-04-18,Website,Creta,Base,SP15,New,1,Yes,No
LD21146,2024-06-26,Website,City,Top,SP5,Contacted,5,Yes,Yes
LD21147,2024-09-06,Walk-in,Swift,Mid,SP2,Booked,8,No,Yes
LD21148,2025-07-20,Referral,City,Base,SP6,Booked,8,No,No
LD21149,2025-10-28,Walk-in,Creta,Top,SP12,Test Drive,0,Yes,Yes
LD21150,2024-03-31,Website,Venue,Mid,SP2,Booked,3,Yes,No
LD21151,2024-12-04,Walk-in,City,Top,SP4,New,3,Yes,No
LD21152,2025-09-29,Facebook,Venue,Base,SP7,Test Drive,0,Yes,Yes
LD21153,2024-06-17,Walk-in,Creta,Top,SP16,Test Drive,9,Yes,Yes
LD21154,2024-05-18,Aggregator,Creta,Mid,SP1,New,1,Yes,Yes
LD21155,2025-05-31,Website,City,Base,SP1,Contacted,5,Yes,Yes
LD21156,2025-07-31,Website,City,Top,SP14,Booked,9,Yes,No
LD21157,2025-09-14,Referral,Creta,Mid,SP11,Lost,2,Yes,No
LD21158,2024-07-02,Facebook,City,Mid,SP12,Test Drive,8,Yes,Yes
LD21159,2024-06-18,Referral,City,Base,SP11,Lost,2,Yes,No
LD21160,2024-12-27,Walk-in,City,Base,SP6,New,2,No,Yes
LD21161,2024-08-31,Aggregator,Nexon,Top,SP12,Lost,8,No,No
LD21162,2024-05-17,Aggregator,City,Mid,SP12,New,2,No,No
LD21163,2024-01-28,Aggregator,Swift,Base,SP10,Test Drive,5,Yes,No
LD21164,2025-06-02,Aggregator,Creta,Mid,SP8,Contacted,5,Yes,No
LD21165,2025-02-01,Facebook,Creta,Top,SP20,Booked,0,No,No
LD21166,2024-11-28,Walk-in,Baleno,Base,SP19,New,6,No,No
LD21167,2024-11-12,Aggregator,Venue,Top,SP7,New,8,Yes,Yes
LD21168,2025-07-16,Website,Baleno,Top,SP14,Contacted,8,Yes,Yes
LD21169,2025-03-01,Walk-in,City,Base,SP4,New,8,Yes,Yes
LD21170,2024-05-15,Facebook,City,Top,SP1,Contacted,1,No,No
LD21171,2025-11-20,Aggregator,Swift,Mid,SP8,Test Drive,0,Yes,Yes
LD21172,2025-10-02,Facebook,Swift,Base,SP5,Contacted,5,Yes,No
LD21173,2025-12-09,Aggregator,Swift,Mid,SP8,New,5,Yes,No
LD21174,2024-09-23,Website,Swift,Top,SP8,New,3,Yes,No
LD21175,2024-04-16,Walk-in,Swift,Base,SP7,New,7,No,Yes
LD21176,2025-07-13,Website,Swift,Mid,SP19,Test Drive,4,No,No
LD21177,2024-05-17,Aggregator,Swift,Mid,SP4,Test Drive,6,Yes,No
LD21178,2025-09-06,Referral,Swift,Mid,SP20,Contacted,8,No,Yes
LD21179,2024-02-16,Walk-in,Nexon,Mid,SP6,New,0,No,Yes
LD21180,2025-10-26,Facebook,Swift,Mid,SP12,Test Drive,8,Yes,Yes
LD21181,2025-01-02,Aggregator,Creta,Top,SP18,Test Drive,3,No,No
LD21182,2024-01-06,Website,Swift,Top,SP12,Contacted,6,Yes,No
LD21183,2025-06-06,Referral,Venue,Top,SP18,Contacted,3,Yes,Yes
LD21184,2025-06-12,Aggregator,Swift,Top,SP3,New,3,No,No
LD21185,2025-10-16,Facebook,Nexon,Top,SP10,New,3,Yes,No
LD21186,2024-09-28,Website,City,Top,SP7,Contacted,5,Yes,No
LD21187,2024-03-06,Walk-in,Nexon,Top,SP3,New,4,Yes,Yes
LD21188,2025-02-23,Referral,Nexon,Mid,SP19,Contacted,1,Yes,No
LD21189,2024-12-04,Aggregator,City,Top,SP13,Test Drive,8,No,Yes
LD21190,2025-05-12,Aggregator,Swift,Mid,SP4,Lost,5,Yes,Yes
LD21191,2025-04-13,Aggregator,Swift,Base,SP10,Test Drive,9,No,Yes
LD21192,2024-11-26,Aggregator,City,Top,SP6,Test Drive,5,No,No
LD21193,2025-09-30,Website,Venue,Mid,SP1,Contacted,8,No,No
LD21194,2024-05-10,Walk-in,Baleno,Base,SP6,New,0,Yes,No
LD21195,2025-06-13,Facebook,Creta,Base,SP8,Contacted,6,No,Yes
LD21196,2025-12-19,Referral,City,Mid,SP15,Test Drive,2,No,Yes
LD21197,2025-08-23,Aggregator,Swift,Mid,SP8,Booked,3,No,No
LD21198,2025-03-13,Aggregator,Creta,Mid,SP6,Booked,0,No,No
LD21199,2024-08-30,Walk-in,Swift,Top,SP19,Contacted,2,No,Yes
LD21200,2025-04-07,Walk-in,Baleno,Base,SP14,New,6,No,No
LD21201,2024-12-15,Website,Baleno,Top,SP2,Test Drive,5,No,Yes
LD21202,2024-01-17,Website,City,Top,SP7,Test Drive,0,Yes,Yes
LD21203,2025-04-10,Website,Creta,Top,SP8,New,8,Yes,Yes
LD21204,2024-12-28,Referral,Nexon,Base,SP10,Test Drive,3,No,Yes
LD21205,2024-07-28,Website,Creta,Base,SP13,Contacted,6,No,No
LD21206,2025-09-02,Aggregator,Nexon,Base,SP20,Test Drive,3,Yes,Yes
LD21207,2025-06-08,Website,Baleno,Mid,SP1,Contacted,6,No,Yes
LD21208,2025-11-29,Referral,Swift,Top,SP9,Test Drive,4,No,No
LD21209,2025-02-23,Website,Nexon,Mid,SP10,Booked,0,Yes,Yes
LD21210,2024-05-12,Website,Nexon,Mid,SP20,Lost,3,No,Yes
LD21211,2024-01-14,Aggregator,City,Top,SP2,Lost,2,No,Yes
LD21212,2024-02-13,Aggregator,Venue,Base,SP20,Test Drive,5,No,Yes
LD21213,2025-01-11,Aggregator,Baleno,Top,SP11,Contacted,5,No,No
LD21214,2024-10-21,Website,Nexon,Mid,SP5,Contacted,0,Yes,No
LD21215,2025-01-30,Aggregator,Baleno,Base,SP18,New,1,No,No
LD21216,2024-04-13,Walk-in,City,Base,SP7,New,1,No,No
LD21217,2025-03-20,Facebook,Swift,Mid,SP3,New,9,Yes,Yes
LD21218,2024-03-02,Facebook,Creta,Base,SP16,Test Drive,3,Yes,Yes
LD21219,2025-07-18,Aggregator,Baleno,Base,SP15,Contacted,8,No,No
LD21220,2025-02-15,Referral,City,Top,SP8,New,1,No,Yes
LD21221,2025-09-21,Aggregator,City,Top,SP20,Test Drive,7,No,No
LD21222,2024-11-16,Aggregator,City,Mid,SP5,Test Drive,0,No,Yes
LD21223,2024-05-10,Website,Creta,Mid,SP3,Booked,7,No,No
LD21224,2024-07-17,Referral,Baleno,Mid,SP5,Test Drive,2,No,No
LD21225,2024-02-05,Aggregator,Nexon,Base,SP9,New,4,No,No
LD21226,2024-08-03,Walk-in,City,Mid,SP16,New,0,Yes,No
LD21227,2025-08-08,Facebook,Creta,Top,SP14,Booked,0,Yes,Yes
LD21228,2024-11-01,Walk-in,Swift,Base,SP18,New,5,No,Yes
LD21229,2025-07-20,Walk-in,Venue,Mid,SP7,Test Drive,2,No,Yes
LD21230,2024-01-12,Walk-in,Baleno,Base,SP15,Contacted,7,No,No
LD21231,2024-03-23,Referral,Creta,Base,SP8,Lost,3,No,No
LD21232,2024-02-01,Referral,Venue,Base,SP3,Test Drive,5,No,Yes
LD21233,2025-02-11,Referral,Venue,Mid,SP11,Test Drive,9,No,Yes
LD21234,2024-03-26,Facebook,Creta,Base,SP20,Contacted,8,Yes,Yes
LD21235,2025-02-14,Website,Nexon,Base,SP18,Lost,7,Yes,Yes
LD21236,2025-12-13,Aggregator,Nexon,Base,SP15,Test Drive,3,No,No
LD21237,2025-07-16,Aggregator,Creta,Top,SP10,New,9,No,No
LD21238,2024-09-12,Website,Creta,Mid,SP3,Test Drive,7,No,Yes
LD21239,2024-08-28,Aggregator,City,Top,SP15,Contacted,6,Yes,Yes
LD21240,2025-12-17,Walk-in,Swift,Base,SP6,New,4,Yes,Yes
LD21241,2025-12-08,Facebook,Nexon,Base,SP11,Contacted,6,Yes,No
LD21242,2025-03-27,Aggregator,City,Top,SP11,Booked,6,No,Yes
LD21243,2024-01-01,Facebook,Venue,Base,SP19,Test Drive,9,Yes,No
LD21244,2025-08-23,Website,Venue,Top,SP3,Test Drive,1,No,No
LD21245,2024-10-08,Aggregator,Venue,Base,SP13,Test Drive,6,No,Yes
LD21246,2025-10-12,Facebook,Creta,Base,SP8,Test Drive,2,No,Yes
LD21247,2025-08-21,Walk-in,Baleno,Base,SP11,Contacted,7,No,Yes
LD21248,2025-05-28,Walk-in,City,Base,SP11,Contacted,7,Yes,No
LD21249,2025-11-10,Website,Baleno,Mid,SP13,New,8,No,Yes
LD21250,2024-04-28,Referral,Swift,Mid,SP3,New,3,No,Yes
LD21251,2025-05-19,Aggregator,Swift,Mid,SP6,Lost,9,Yes,No
LD21252,2024-03-20,Walk-in,City,Top,SP10,Booked,2,No,No
LD21253,2025-09-14,Walk-in,Venue,Top,SP19,Contacted,8,No,No
LD21254,2025-11-07,Website,Nexon,Top,SP12,Contacted,8,No,Yes
LD21255,2024-08-06,Walk-in,Swift,Top,SP14,Lost,1,Yes,No
LD21256,2025-05-31,Aggregator,Baleno,Mid,SP11,Contacted,5,No,No
LD21257,2025-12-27,Website,Baleno,Top,SP10,Test Drive,2,No,No
LD21258,2025-12-07,Facebook,Nexon,Top,SP3,New,4,Yes,No
LD21259,2025-04-10,Website,Creta,Top,SP13,Test Drive,1,No,No
LD21260,2025-06-01,Aggregator,Venue,Base,SP18,Lost,3,No,Yes
LD21261,2025-05-16,Aggregator,Creta,Top,SP13,Booked,2,No,No
LD21262,2024-02-27,Facebook,City,Base,SP14,Test Drive,1,No,No
LD21263,2024-12-02,Website,Swift,Top,SP14,Test Drive,5,Yes,No
LD21264,2025-05-24,Aggregator,Nexon,Top,SP7,Test Drive,2,Yes,Yes
LD21265,2025-09-05,Aggregator,Nexon,Base,SP12,New,3,No,Yes
LD21266,2025-03-01,Facebook,Nexon,Top,SP4,New,5,Yes,No
LD21267,2025-07-13,Referral,Creta,Base,SP16,Lost,4,No,No
LD21268,2025-01-04,Website,Creta,Top,SP19,Contacted,3,No,No
LD21269,2025-02-14,Aggregator,City,Top,SP10,Contacted,3,Yes,No
LD21270,2025-11-05,Walk-in,Baleno,Base,SP16,Test Drive,1,No,Yes
LD21271,2025-03-07,Facebook,Baleno,Mid,SP5,Lost,9,No,Yes
LD21272,2024-07-14,Referral,City,Base,SP16,Test Drive,3,No,Yes
LD21273,2025-01-11,Referral,Nexon,Mid,SP1,Test Drive,7,No,No
LD21274,2024-12-30,Facebook,Baleno,Base,SP5,Test Drive,4,Yes,No
LD21275,2025-10-05,Referral,City,Mid,SP13,Booked,9,Yes,Yes
LD21276,2025-02-08,Aggregator,Baleno,Top,SP13,Test Drive,9,Yes,Yes
LD21277,2025-05-06,Referral,City,Mid,SP3,Lost,7,Yes,No
LD21278,2024-03-06,Website,Baleno,Top,SP17,Test Drive,5,Yes,Yes
LD21279,2025-01-25,Walk-in,Nexon,Base,SP19,Contacted,9,No,Yes
LD21280,2024-03-23,Aggregator,Creta,Mid,SP5,Booked,4,Yes,Yes
LD21281,2025-04-25,Facebook,Creta,Top,SP5,Booked,3,Yes,Yes
LD21282,2024-08-16,Walk-in,Nexon,Base,SP15,New,9,No,Yes
LD21283,2025-12-31,Aggregator,Baleno,Mid,SP10,New,8,No,No
LD21284,2024-08-12,Walk-in,Nexon,Top,SP12,Lost,9,No,No
LD21285,2024-04-22,Referral,City,Mid,SP11,Contacted,4,No,No
LD21286,2025-10-13,Facebook,Creta,Mid,SP1,Test Drive,9,No,No
LD21287,2024-07-03,Facebook,Swift,Top,SP3,Contacted,5,Yes,Yes
LD21288,2025-05-26,Website,Baleno,Top,SP4,Contacted,6,Yes,No
LD21289,2024-06-21,Referral,Swift,Base,SP19,Booked,0,Yes,Yes
LD21290,2025-06-06,Website,Swift,Top,SP20,Contacted,8,No,Yes
LD21291,2025-11-01,Website,Venue,Top,SP3,Contacted,7,Yes,No
LD21292,2024-07-23,Referral,Swift,Mid,SP18,New,4,No,No
LD21293,2025-06-21,Aggregator,Swift,Top,SP3,Lost,2,Yes,No
LD21294,2024-11-14,Website,Nexon,Mid,SP7,Booked,4,No,No
LD21295,2024-06-07,Walk-in,Venue,Mid,SP1,Booked,4,Yes,Yes
LD21296,2024-10-04,Aggregator,Venue,Top,SP19,Test Drive,8,Yes,Yes
LD21297,2024-05-27,Referral,Venue,Top,SP18,Test Drive,6,No,Yes
LD21298,2024-03-23,Facebook,City,Top,SP2,Booked,1,No,No
LD21299,2025-02-22,Aggregator,Venue,Top,SP12,Booked,4,No,No
LD21300,2025-06-21,Website,Nexon,Base,SP17,Booked,8,Yes,Yes
LD21301,2025-08-05,Walk-in,City,Mid,SP3,Contacted,1,No,Yes
LD21302,2025-07-02,Referral,Baleno,Base,SP12,Contacted,7,No,No
LD21303,2025-01-26,Facebook,City,Base,SP12,Booked,2,No,No
LD21304,2024-05-12,Walk-in,Baleno,Mid,SP6,Contacted,3,Yes,Yes
LD21305,2025-09-29,Facebook,Venue,Base,SP10,Contacted,1,No,Yes
LD21306,2025-09-18,Referral,Venue,Top,SP6,Test Drive,8,Yes,Yes
LD21307,2025-08-26,Aggregator,Baleno,Top,SP14,Contacted,5,Yes,No
LD21308,2024-08-29,Website,Creta,Top,SP2,Booked,8,Yes,Yes
LD21309,2025-03-26,Referral,Nexon,Top,SP11,New,7,No,Yes
LD21310,2024-07-18,Walk-in,City,Mid,SP15,Booked,8,Yes,No
LD21311,2025-12-19,Aggregator,Nexon,Top,SP8,New,4,No,Yes
LD21312,2024-04-26,Facebook,Nexon,Mid,SP13,Lost,5,No,Yes
LD21313,2024-08-06,Aggregator,Swift,Mid,SP19,Contacted,6,No,Yes
LD21314,2024-10-31,Aggregator,Venue,Mid,SP10,Booked,4,Yes,No
LD21315,2024-08-30,Walk-in,City,Mid,SP9,Test Drive,0,Yes,No
LD21316,2024-10-18,Website,Nexon,Base,SP18,New,8,Yes,Yes
LD21317,2024-10-27,Aggregator,City,Base,SP7,Test Drive,1,No,No
LD21318,2025-11-14,Aggregator,Nexon,Top,SP3,Lost,6,No,Yes
LD21319,2025-01-22,Website,Venue,Mid,SP12,New,7,Yes,Yes
LD21320,2025-08-10,Website,Nexon,Top,SP15,Contacted,7,Yes,No
LD21321,2024-07-27,Facebook,Baleno,Top,SP13,Contacted,0,No,Yes
LD21322,2024-11-09,Facebook,Venue,Top,SP6,Contacted,9,No,No
LD21323,2025-09-08,Website,City,Top,SP8,Lost,6,No,No
LD21324,2024-01-26,Referral,Creta,Mid,SP14,Contacted,8,No,Yes
LD21325,2024-03-19,Website,Nexon,Mid,SP3,Test Drive,2,Yes,Yes
LD21326,2024-05-07,Facebook,Baleno,Base,SP16,New,7,Yes,No
LD21327,2025-02-16,Walk-in,Venue,Mid,SP18,New,7,No,No
LD21328,2024-05-16,Walk-in,Swift,Mid,SP17,New,8,Yes,Yes
LD21329,2024-11-29,Aggregator,Venue,Top,SP18,Contacted,7,Yes,No
LD21330,2025-07-01,Walk-in,City,Mid,SP10,Test Drive,4,No,Yes
LD21331,2025-01-22,Facebook,City,Top,SP17,New,4,No,Yes
LD21332,2025-07-24,Walk-in,Swift,Mid,SP16,Booked,2,Yes,No
LD21333,2024-08-17,Referral,Baleno,Base,SP2,Test Drive,5,No,Yes
LD21334,2025-02-24,Website,City,Top,SP20,New,9,Yes,No
LD21335,2024-05-03,Website,Baleno,Mid,SP4,New,2,No,Yes
LD21336,2024-03-28,Facebook,Baleno,Mid,SP11,New,1,Yes,Yes
LD21337,2024-05-20,Aggregator,Venue,Top,SP7,Contacted,6,No,Yes
LD21338,2024-02-20,Website,Baleno,Base,SP17,Contacted,9,Yes,Yes
LD21339,2025-07-20,Walk-in,Nexon,Base,SP19,Booked,2,No,Yes
LD21340,2025-02-08,Referral,City,Mid,SP6,Lost,3,No,Yes
LD21341,2024-12-02,Aggregator,City,Mid,SP10,Booked,9,No,No
LD21342,2025-10-23,Aggregator,Creta,Mid,SP4,Contacted,7,No,No
LD21343,2025-10-26,Aggregator,Baleno,Top,SP1,Contacted,0,No,Yes
LD21344,2025-12-31,Website,Creta,Top,SP7,Lost,8,Yes,No
LD21345,2025-12-31,Aggregator,Venue,Top,SP16,Test Drive,5,Yes,No
LD21346,2024-12-31,Facebook,Creta,Mid,SP17,Contacted,1,No,No
LD21347,2024-09-14,Walk-in,Baleno,Base,SP5,Contacted,2,Yes,No
LD21348,2025-01-22,Referral,City,Top,SP10,Contacted,4,Yes,No
LD21349,2024-02-14,Walk-in,Venue,Base,SP7,Test Drive,5,No,Yes
LD21350,2024-09-25,Facebook,Baleno,Mid,SP13,Booked,8,Yes,Yes
LD21351,2024-11-06,Facebook,Venue,Top,SP7,New,1,Yes,Yes
LD21352,2025-11-02,Walk-in,Swift,Top,SP15,New,4,Yes,Yes
LD21353,2024-10-04,Website,Baleno,Top,SP17,Contacted,6,Yes,Yes
LD21354,2025-04-19,Facebook,Swift,Mid,SP3,New,6,No,No
LD21355,2025-07-20,Aggregator,Creta,Mid,SP5,Test Drive,3,Yes,No
LD21356,2024-05-24,Referral,Baleno,Mid,SP10,Test Drive,2,Yes,Yes
LD21357,2024-08-22,Referral,Swift,Base,SP5,Contacted,7,Yes,Yes
LD21358,2025-11-21,Facebook,Nexon,Base,SP7,Test Drive,1,Yes,No
LD21359,2025-12-20,Aggregator,City,Top,SP7,Contacted,4,No,Yes
LD21360,2024-05-15,Walk-in,Creta,Top,SP14,Test Drive,9,Yes,Yes
LD21361,2025-03-20,Referral,Baleno,Mid,SP15,Test Drive,4,No,No
LD21362,2024-12-18,Aggregator,Baleno,Mid,SP5,Contacted,0,No,Yes
LD21363,2025-01-28,Aggregator,City,Mid,SP5,Test Drive,6,No,Yes
LD21364,2024-10-01,Website,City,Top,SP4,Contacted,3,No,Yes
LD21365,2025-01-18,Facebook,Swift,Mid,SP20,Contacted,9,No,Yes
LD21366,2024-11-18,Aggregator,Swift,Base,SP9,Contacted,1,Yes,Yes
LD21367,2024-07-01,Walk-in,Swift,Base,SP12,Contacted,7,Yes,No
LD21368,2025-07-26,Referral,Venue,Top,SP16,Booked,3,No,Yes
LD21369,2025-03-15,Website,Creta,Top,SP8,New,0,No,Yes
LD21370,2024-03-03,Walk-in,Baleno,Base,SP9,Test Drive,7,Yes,No
LD21371,2025-12-27,Referral,Creta,Mid,SP12,Lost,6,Yes,Yes
LD21372,2025-10-12,Facebook,City,Top,SP20,Contacted,2,No,Yes
LD21373,2025-10-07,Walk-in,Nexon,Top,SP7,New,2,Yes,No
LD21374,2024-02-03,Referral,Creta,Top,SP4,New,6,Yes,No
LD21375,2025-12-05,Website,Creta,Base,SP3,New,1,No,No
LD21376,2025-04-21,Referral,Swift,Top,SP1,New,4,No,No
LD21377,2024-03-27,Aggregator,City,Base,SP7,Booked,6,No,No
LD21378,2024-07-28,Website,Creta,Base,SP9,Contacted,5,No,Yes
LD21379,2025-04-06,Walk-in,Baleno,Mid,SP2,Test Drive,9,No,No
LD21380,2024-03-21,Facebook,Swift,Mid,SP7,New,6,Yes,No
